face_id,lot,dmp,county_objectid,county_address
FACE-0042,1036,1133,38906541,23 LOUIS PINCKNEY SR AVE
FACE-0050,1037,1065,38906474,19 LOUIS PINCKNEY SR AVE
FACE-0054,1038,1066,38906475,17 LOUIS PINCKNEY SR AVE
FACE-0062,1039,1067,38906476,15 LOUIS PINCKNEY SR AVE
FACE-0835,104,212,38905633,66 MUM GRACE
FACE-0069,1040,,38906477,11 LOUIS PINCKNEY SR AVE
FACE-0076,1041,,38906478,7 LOUIS PINCKNEY SR AVE
FACE-0078,1042,,38906479,5 LOUIS PINCKNEY SR AVE
FACE-0081,1043,,38906480,3 LOUIS PINCKNEY SR AVE
FACE-0030,1044,1091,38906500,25 FRANCIS CLARA PKY
FACE-0027,1045,1092,38906501,27 FRANCIS CLARA PKY
FACE-0026,1046,1093,38906502,29 FRANCIS CLARA PKY
FACE-0025,1047,1094,38906503,31 FRANCIS CLARA PKY
FACE-0028,1048,1095,38906504,33 FRANCIS CLARA PKY
FACE-0034,1049,1084,38906493,28 ZEB RUN
FACE-0801,105,224,38905645,15 EVE CRK
FACE-0037,1050,1085,38906494,26 ZEB RUN
FACE-0039,1051,1086,38906495,24 ZEB RUN
FACE-0044,1052,1087,38906496,20 ZEB RUN
FACE-0043,1053,1088,38906497,18 ZEB RUN
FACE-0041,1054,1089,38906498,16 ZEB RUN
FACE-0040,1055,1090,38906499,14 ZEB RUN
FACE-0058,1056,1072,38906481,15 ZEB RUN
FACE-0059,1057,1073,38906482,17 ZEB RUN
FACE-0060,1058,1074,38906483,19 ZEB RUN
FACE-0061,1059,1075,38906484,21 ZEB RUN
FACE-0839,106,211,38905632,70 MUM GRACE
FACE-0029,1060,1096,38906505,37 FRANCIS CLARA PKY
FACE-0024,1061,1097,38906506,39 FRANCIS CLARA PKY
FACE-0022,1062,1098,38906507,41 FRANCIS CLARA PKY
FACE-0020,1063,1099,38906508,43 FRANCIS CLARA PKY
FACE-0019,1064,1100,38906509,45 FRANCIS CLARA PKY
FACE-0017,1065,1101,38906510,47 FRANCIS CLARA PKY
FACE-0021,1066,1102,38906511,40 FIELDERS MOUNT
FACE-0018,1067,1103,38906512,38 FIELDERS MOUNT
FACE-0016,1068,1104,38906513,36 FIELDERS MOUNT
FACE-0015,1069,1105,38906514,34 FIELDERS MOUNT
FACE-0814,107,222,38905643,55 MUM GRACE
FACE-0014,1070,1106,38906515,30 FIELDERS MOUNT
FACE-0013,1071,1107,38906516,28 FIELDERS MOUNT
FACE-0009,1072,1108,38906517,26 FIELDERS MOUNT
FACE-0006,1073,1109,38906518,24 FIELDERS MOUNT
FACE-0002,1074,1110,38906519,22 FIELDERS MOUNT
FACE-0001,1075,1111,38906520,20 FIELDERS MOUNT
FACE-0003,1076,1112,38906521,16 FIELDERS MOUNT
FACE-0004,1077,1113,38906522,14 FIELDERS MOUNT
FACE-0005,1078,1114,38906523,12 FIELDERS MOUNT
FACE-0007,1079,1115,38906524,10 FIELDERS MOUNT
FACE-0713,108,173,38905593,141 COLLIN CAMPBELL
FACE-0008,1080,1116,38906525,8 FIELDERS MOUNT
FACE-0010,1081,1117,38906526,6 FIELDERS MOUNT
FACE-0011,1082,1118,38906527,4 FIELDERS MOUNT
FACE-0012,1083,1119,38906528,2 FIELDERS MOUNT
FACE-0082,1085,,38906443,CHEROKEE FARMS RD
FACE-0083,1086,,38906442,CHEROKEE FARMS RD
FACE-0084,1087,1051,38906460,159 CHEROKEE FARMS RD
FACE-0797,109,221,38905642,51 MUM GRACE
FACE-0710,110,174,38905594,143 COLLIN CAMPBELL
FACE-0781,111,216,38905637,30 GRACE PARK
FACE-0706,112,175,38905595,145 COLLIN CAMPBELL
FACE-0779,113,217,38905638,32 GRACE PARK
FACE-0703,114,176,38905596,147 COLLIN CAMPBELL
FACE-0776,115,218,38905639,34 GRACE PARK
FACE-0699,116,177,38905597,149 COLLIN CAMPBELL
FACE-0773,117,219,38905640,36 GRACE PARK
FACE-0698,118,178,38905598,151 COLLIN CAMPBELL
FACE-0769,119,220,38905641,38 GRACE PARK
FACE-0672,120,331,38905759,7 LITTLE JANE WAY
FACE-0765,121,345,38905780,42 GRACE PARK
FACE-0667,122,332,38905760,11 LITTLE JANE WAY
FACE-0762,123,344,38905779,46 GRACE PARK
FACE-0666,124,333,38905761,15 LITTLE JANE WAY
FACE-0757,125,343,38905778,48 GRACE PARK
FACE-0669,126,334,38905762,19 LITTLE JANE WAY
FACE-0749,127,342,38905777,50 GRACE PARK
FACE-0673,128,335,38905763,23 LITTLE JANE WAY
FACE-0745,129,341,38905776,52 GRACE PARK
FACE-0681,130,336,38905764,27 LITTLE JANE WAY
FACE-0739,131,340,38905775,54 GRACE PARK
FACE-0691,132,337,38905765,31 LITTLE JANE WAY
FACE-0750,133,346,38905781,28 OAK POND PASSAGE
FACE-0707,134,338,38905766,35 LITTLE JANE WAY
FACE-0743,135,347,38905782,30 OAK POND PASSAGE
FACE-0736,137,348,38905783,32 OAK POND PASSAGE
FACE-0720,138,339,38905767,39 LITTLE JANE WAY
FACE-0729,139,349,38905784,34 OAK POND PASSAGE
FACE-0405,14,287,38905715,28 ST PHILLIPS BLVD
FACE-0788,140,223,38905644,8 OAK POND PASSAGE
FACE-0712,141,350,38905789,36 OAK POND PASSAGE
FACE-0782,142,430,38905872,12 OAK POND PASSAGE
FACE-0697,143,351,38905790,40 OAK POND PASSAGE
FACE-0780,144,237,38905658,14 OAK POND PASSAGE
FACE-0685,145,352,38905791,44 OAK POND PASSAGE
FACE-0777,146,238,38905659,16 OAK POND PASSAGE
FACE-0668,147,353,38905792,48 OAK POND PASSAGE
FACE-0772,148,239,38905660,18 OAK POND PSGE
FACE-0583,149,323,38905751,53 ST PHILLIPS BLVD
FACE-0768,150,240,38905664,20 OAK POND PASSAGE
FACE-0596,151,322,38905750,55 ST PHILLIPS BLVD
FACE-0766,152,241,38905665,22 OAK POND PSGE
FACE-0625,153,321,38905749,111 COLLIN CAMPBELL
FACE-0647,155,320,38905748,115 COLLIN CAMPBELL
FACE-0658,157,319,38905747,119 COLLIN CAMPBELL
FACE-0676,159,318,38905746,121 COLLIN CAMPBELL
FACE-0763,160,354,38905793,24 OAK POND PASSAGE
FACE-0694,161,317,38905745,125 COLLIN CAMPBELL
FACE-0755,162,172,38905592,36 MUM GRACE
FACE-0711,163,316,38905744,129 COLLIN CAMPBELL
FACE-0758,164,314,38905742,138 COLLIN CAMPBELL
FACE-0716,165,315,38905743,133 COLLIN CAMPBELL
FACE-0751,166,313,38905741,134 COLLIN CAMPBELL
FACE-0721,167,171,38905591,137 COLLIN CAMPBELL
FACE-0744,168,312,38905740,3 OVER DAM
FACE-0708,169,305,38905733,2 OVER DAM
FACE-0419,17,159,38905571,31 ST PHILLIPS BLVD
FACE-0752,170,311,38905739,7 OVER DAM
FACE-0715,171,306,38905734,6 OVER DAM
FACE-0760,172,310,38905738,11 OVER DAM
FACE-0724,173,307,38905735,10 OVER DAM
FACE-0767,174,324,38905752,15 OVER DAM
FACE-0732,175,308,38905736,14 OVER DAM
FACE-0770,176,325,38905753,19 OVER DAM
FACE-0738,177,309,38905737,18 OVER DAM
FACE-0786,178,326,38905754,8 FRANCIS DAVANT
FACE-0775,179,329,38905757,9 FRANCIS DAVANT
FACE-0422,18,288,38905716,34 ST PHILLIPS BLVD
FACE-0804,180,327,38905755,14 FRANCIS DAVANT
FACE-0787,181,330,38905758,15 FRANCIS DAVANT
FACE-0818,182,328,38905756,20 FRANCIS DAVANT
FACE-0294,183,278,38905702,19 JAMES HABERSHAM
FACE-0556,184,295,38905723,100 ST PHILLIPS BLVD
FACE-0302,185,279,38905703,23 JAMES HABERSHAM
FACE-0571,186,296,38905724,102 POND SIDE
FACE-0309,187,280,38905708,27 JAMES HABERSHAM
FACE-0321,189,281,38905709,31 JAMES HABERSHAM
FACE-0582,190,390,38905829,106 POND SIDE
FACE-0588,191,391,38905830,108 POND SIDE
FACE-0599,192,392,38905831,110 POND SIDE
FACE-0609,193,393,38905832,112 POND SIDE
FACE-0620,194,394,38905833,114 POND SIDE
FACE-0640,195,395,38905834,116 POND SIDE
FACE-0664,196,396,38905835,120 POND SIDE
FACE-0680,197,397,38905836,122 POND SIDE
FACE-0696,198,398,38905837,124 POND SIDE
FACE-0714,199,399,38905838,126 POND SIDE
FACE-0313,2,282,38905710,8 ST PHILLIPS BLVD
FACE-0450,20,289,38905717,38 ST PHILLIPS BLVD
FACE-0728,200,400,38905839,128 POND SIDE
FACE-0740,201,401,38905840,132 POND SIDE
FACE-0742,202,402,38905841,136 POND SIDE
FACE-0746,203,403,38905842,24 RIVER PL
FACE-0730,204,404,38905843,26 RIVER PL
FACE-0718,205,405,38905844,28 RIVER PL
FACE-0734,206,410,38905849,29 RIVER PL
FACE-0748,207,411,38905850,27 RIVER PL
FACE-0764,208,412,38905851,25 RIVER PL
FACE-0778,209,413,38905852,23 RIVER PL
FACE-0452,21,161,38905573,35 ST PHILLIPS BLVD
FACE-0791,210,414,38905853,21 RIVER PL
FACE-0811,211,415,38905854,19 RIVER PL
FACE-0825,212,416,38905855,17 RIVER PL
FACE-0838,213,417,38905856,15 RIVER PL
FACE-0832,214,418,38905857,11 RIVER PL
FACE-0829,215,419,38905858,9 RIVER PL
FACE-0826,216,420,38905859,7 RIVER PL
FACE-0823,217,421,38905860,5 RIVER PL
FACE-0821,218,422,38905861,1 RIVER PL
FACE-0805,219,423,38905862,33 OVER DAM
FACE-0464,22,290,38905718,42 ST PHILLIPS BLVD
FACE-0802,220,424,38905863,31 OVER DAM
FACE-0799,221,425,38905864,29 OVER DAM
FACE-0793,222,426,38905865,27 OVER DAM
FACE-0794,223,427,38905866,25 OVER DAM
FACE-0692,224,406,38905845,30 RIVER PL
FACE-0674,225,407,38905846,32 RIVER PL
FACE-0656,226,408,38905847,34 RIVER PL
FACE-0639,227,409,38905848,36 RIVER PL
FACE-0496,228,475,38905917,1 BISHOP RD
FACE-0525,229,474,38905916,3 BISHOP RD
FACE-0510,23,162,38905574,43 ST PHILLIPS BLVD
FACE-0542,230,473,38905915,5 BISHOP RD
FACE-0553,231,472,38905914,7 BISHOP RD
FACE-0557,232,471,38905913,37 PORCHER PINCKNEY
FACE-0544,233,470,38905912,39 PORCHER PINCKNEY
FACE-0529,234,469,38905911,41 PORCHER PINCKNEY
FACE-0516,235,468,38905910,43 PORCHER PINCKNEY
FACE-0504,236,467,38905909,45 PORCHER PINCKNEY
FACE-0474,237,477,38905919,52 EASTOVER
FACE-0497,238,478,38905920,53 EASTOVER
FACE-0475,239,476,38905918,50 N EASTOVER
FACE-0490,24,291,38905719,46 ST PHILLIPS BLVD
FACE-0555,240,438,38905880,2 BISHOP RD
FACE-0572,241,,38905881,4 BISHOP RD
FACE-0587,242,440,38905882,6 BISHOP RD
FACE-0646,246,444,38905886,33 PORCHER PINCKNEY
FACE-0665,247,445,38905887,31 PORCHER PINCKNEY
FACE-0633,248,446,38905888,32 PORCHER PINCKNEY
FACE-0611,249,447,38905889,34 PORCHER PINCKNEY
FACE-0531,25,163,38905575,45 ST PHILLIPS BLVD
FACE-0595,250,448,38905890,36 PORCHER PINCKNEY
FACE-0619,251,449,38905891,6 EASTOVER
FACE-0623,252,450,38905892,8 EASTOVER
FACE-0628,253,451,38905893,10 S EASTOVER
FACE-0636,254,452,38905894,12 S EASTOVER
FACE-0645,255,453,38905895,14 S EASTOVER
FACE-0653,256,454,38905896,16 S EASTOVER
FACE-0603,257,455,38905897,77 N EASTOVER
FACE-0586,258,456,38905898,75 N EASTOVER
FACE-0579,259,457,38905899,73 N EASTOVER
FACE-0502,26,292,38905720,48 ST PHILLIPS BLVD
FACE-0569,260,458,38905900,71 EASTOVER
FACE-0559,261,459,38905901,69 N EASTOVER
FACE-0549,262,460,38905902,67 EASTOVER
FACE-0539,263,461,38905903,65 N EASTOVER
FACE-0512,264,462,38905904,63 N EASTOVER
FACE-0499,265,463,38905905,61 EASTOVER
FACE-0484,266,464,38905906,59 EASTOVER
FACE-0480,267,465,38905907,57 N EASTOVER
FACE-0472,268,466,38905908,55 EASTOVER
FACE-0476,269,485,38905927,1 MOUNT GRACE
FACE-0546,27,164,38905576,47 ST PHILLIPS BLVD
FACE-0468,270,537,38905979,3 MOUNT GRACE
FACE-0463,271,538,38905980,5 MOUNT GRACE
FACE-0456,272,539,38905981,7 MOUNT GRACE
FACE-0448,273,540,38905982,9 MOUNT GRACE
FACE-0442,274,489,38905931,11 MOUNT GRACE
FACE-0444,275,490,38905932,13 MOUNT GRACE
FACE-0443,276,491,38905933,15 MOUNT GRACE
FACE-0440,277,492,38905934,17 MOUNT GRACE
FACE-0438,278,493,38905935,19 MOUNT GRACE
FACE-0437,279,494,38905936,21 MOUNT GRACE
FACE-0517,28,293,38905721,50 ST PHILLIPS BLVD
FACE-0436,280,495,38905937,23 MOUNT GRACE
FACE-0435,281,496,38905938,25 MOUNT GRACE
FACE-0433,282,497,38905939,27 MOUNT GRACE
FACE-0434,283,498,38905940,29 MOUNT GRACE
FACE-0441,284,499,38905941,31 MOUNT GRACE
FACE-0481,285,500,38905942,41 EASTOVER
FACE-0511,286,501,38905943,39 EASTOVER
FACE-0536,287,502,38905944,37 EASTOVER
FACE-0560,288,503,38905945,35 EASTOVER
FACE-0578,289,504,38905946,33 EASTOVER
FACE-0567,29,249,38905673,51 ST PHILLIPS BLVD
FACE-0598,290,505,38905947,31 EASTOVER
FACE-0614,291,506,38905948,29 S EASTOVER
FACE-0594,292,507,38905949,1 COLONY CT
FACE-0574,293,508,38905950,2 COLONY CT
FACE-0547,294,509,38905951,3 COLONY CT
FACE-0530,295,510,38905952,4 COLONY CT
FACE-0488,296,511,38905953,26 MOUNT GRACE
FACE-0487,297,512,38905954,24 MOUNT GRACE
FACE-0485,298,513,38905955,70 GRACE PARK
FACE-0503,299,514,38905956,68 GRACE PARK
FACE-0317,3,152,38905566,11 ST PHILLIPS BLVD
FACE-0537,30,294,38905722,54 ST PHILLIPS BLVD
FACE-0521,300,515,38905957,66 GRACE PARK
FACE-0534,301,516,38905958,64 GRACE PARK
FACE-0551,302,517,38905959,62 GRACE PARK
FACE-0565,303,518,38905960,60 GRACE PARK
FACE-0577,304,519,38905961,58 GRACE PARK
FACE-0589,305,520,38905962,56 GRACE PARK
FACE-0568,306,521,38905963,57 GRACE PARK
FACE-0552,307,522,38905964,59 GRACE PARK
FACE-0545,308,523,38905965,61 GRACE PARK
FACE-0526,309,524,38905966,101 TOWN CRIER
FACE-0580,31,186,38905605,11 MUM GRACE
FACE-0513,310,525,38905967,103 TOWN CRIER
FACE-0501,311,526,38905968,105 TOWN CRIER
FACE-0486,312,527,38905969,107 TOWN CRIER
FACE-0514,313,528,38905970,4 MOUNT GRACE
FACE-0523,314,529,38905971,2 MOUNT GRACE
FACE-0618,315,531,38905973,17 EASTOVER
FACE-0629,316,532,38905974,19 EASTOVER
FACE-0637,317,533,38905975,21 EASTOVER
FACE-0642,318,534,38905976,23 EASTOVER
FACE-0650,319,535,38905977,25 S EASTOVER
FACE-0604,32,165,38905577,14 MUM GRACE
FACE-0654,320,536,38905978,27 EASTOVER
FACE-0338,321,637,38906079,5 S LOUDON
FACE-0390,324,634,38906076,2 FORT LYTTLETON
FACE-0394,325,633,38906075,4 FORT LYTTLETON
FACE-0399,326,632,38906074,6 FORT LYTTLETON
FACE-0404,327,631,38906073,8 FORT LYTTLETON
FACE-0410,328,630,38906072,10 FORT LYTTLETON
FACE-0418,329,629,38906071,11 HOLLINGSWORTH RUN
FACE-0428,330,628,38906070,13 HOLLINGSWORTH RUN
FACE-0461,331,627,38906069,12 HOLLINGSWORTH RUN
FACE-0449,332,626,38906068,10 HOLLINGSWORTH RUN
FACE-0427,333,625,38906067,8 HOLLINGSWORTH RUN
FACE-0416,334,624,38906066,6 HOLLINGSWORTH RUN
FACE-0408,335,623,38906065,4 HOLLINGSWORTH RUN
FACE-0398,336,622,38906064,2 HOLLINGSWORTH RUN
FACE-0385,337,642,38906084,9 FORT LYTTLETON
FACE-0380,338,641,38906083,7 FORT LYTTLETON
FACE-0372,339,640,38906082,5 FORT LYTTLETON
FACE-0616,34,166,38905578,16 MUM GRACE
FACE-0366,340,639,38906081,3 FORT LYTTLETON
FACE-0359,341,638,38906080,1 FORT LYTTLETON
FACE-0494,342,610,38906052,152 COLLIN CAMPBELL
FACE-0479,343,611,38906053,154 COLLIN CAMPBELL
FACE-0467,344,612,38906054,156 COLLIN CAMPBELL
FACE-0459,345,613,38906055,158 COLLIN CAMPBELL
FACE-0439,346,614,38906056,160 COLLIN CAMPBELL
FACE-0423,347,615,38906057,162 COLLIN CAMPBELL
FACE-0415,348,616,38906058,164 COLLIN CAMPBELL
FACE-0527,349,609,38906051,153 COLLIN CAMPBELL
FACE-0602,35,184,38905604,15 MUM GRACE
FACE-0519,350,608,38906050,155 COLLIN CAMPBELL
FACE-0506,351,607,38906049,157 COLLIN CAMPBELL
FACE-0495,352,606,38906048,159 COLLIN CAMPBELL
FACE-0482,353,605,38906047,161 COLLIN CAMPBELL
FACE-0469,354,604,38906046,163 COLLIN CAMPBELL
FACE-0457,355,579,38906021,165 COLLIN CAMPBELL
